dataset,model,trial,loss,type,total_time,metrics.rouge1,metrics.rouge2,metrics.rougeL,metrics.rougeLsum,metrics.bertscore_f1,metrics.bertscore_precision,metrics.bertscore_recall
cnn_dailymail,opt-30b,12,0.8702552517255148,grouped beam search,1433.0887804031372,0.3630164019792409,0.11619467823995114,0.25199843877111583,0.34067898425446763,0.8702552517255148,0.8783664280368436,0.8626021877411874
cnn_dailymail,opt-30b,13,0.8678994954273265,grouped beam search,1437.8293447494507,0.34422438133401734,0.11009362890069328,0.23521574973899542,0.32286513076747353,0.8678994954273265,0.8776027412824733,0.8587264303238161
cnn_dailymail,opt-30b,14,0.8492094932063934,top-p nucleus multinomial sampling,641.289954662323,0.1968913539657451,0.03887780660729892,0.12721483045864931,0.18269662182336616,0.8492094932063934,0.8512810987810935,0.8473928448974445
cnn_dailymail,opt-30b,15,0.8128266558852247,contrastive search,4940.486164331436,0.11247685346328795,0.008634175666532878,0.07647946614274864,0.1045997190351127,0.8128266558852247,0.8004438889923916,0.8260452894754308
cnn_dailymail,opt-30b,16,0.8709358316595837,beam search,1098.9895758628845,0.3338523558038282,0.10016567500831644,0.23552407210697668,0.31160579348674744,0.8709358316595837,0.8855508136492903,0.857062917242768
cnn_dailymail,opt-30b,17,0.8565986906328509,greedy decoding,658.2503981590271,0.22847360178697085,0.04976048159080496,0.14872597384092295,0.2135548355096233,0.8565986906328509,0.8579843339099679,0.8554432443393174
cnn_dailymail,opt-30b,18,0.8433297135496652,top-k sampling,708.4531676769257,0.1787929491439358,0.03496594593021334,0.12201645757038213,0.16877643588760832,0.8433297135496652,0.8418436056824141,0.8450508290721525
cnn_dailymail,opt-30b,19,0.845677783412318,top-k sampling,636.8418920040131,0.18906719922148962,0.03251711620310947,0.12598111428971706,0.17479798862354418,0.845677783412318,0.8463551523864911,0.8451866917712714
cnn_dailymail,opt-30b,20,0.8633592513299757,beam search multinomial sampling,946.7243402004242,0.32926336262022193,0.08535181670904604,0.20752410339949573,0.30102391634637665,0.8633592513299757,0.8684029540707988,0.8586493749772349
cnn_dailymail,opt-30b,21,0.8773231512756758,beam search top-k sampling,1523.2193672657013,0.41936654087766234,0.1952384444517669,0.29728099129017516,0.3943619037077257,0.8773231512756758,0.8710463675119544,0.8840536994318808
cnn_dailymail,opt-30b,22,0.8804716185856891,beam search top-k sampling,1516.7924857139587,0.4274238547936855,0.20768478279720787,0.31084381318829224,0.404878218564954,0.8804716185856891,0.8739329602128716,0.8875448235901453
cnn_dailymail,opt-30b,23,0.8774753603883969,beam search top-k sampling,1492.9240746498108,0.41936337055198736,0.19642833956118746,0.2956625751106094,0.3972542982582352,0.8774753603883969,0.8715268302989262,0.883884072303772
cnn_dailymail,opt-30b,24,0.8331010642872062,beam search top-k sampling,2638.7416546344757,0.2766066584415151,0.14018099755330415,0.2195792480688387,0.2614160625279103,0.8331010642872062,0.8223274247620695,0.847632913179295
cnn_dailymail,opt-30b,25,0.8238864214189591,truncation multinomial sampling,870.0416917800903,0.12405829829293227,0.01589228513171488,0.08278205566468098,0.11552161429027857,0.8238864214189591,0.8194462586474675,0.8288134099334798
cnn_dailymail,opt-30b,26,0.8689376737481804,top-p nucleus top-k sampling,648.7904689311981,0.361718288257841,0.12090816318933459,0.24579531766371887,0.3399615105264949,0.8689376737481804,0.8728131773651288,0.8654853675955085
cnn_dailymail,opt-30b,27,0.8686868176665358,beam search top-k sampling,812.4966387748718,0.3290004812277769,0.09352807597984555,0.22605473466521905,0.30559336228778156,0.8686868176665358,0.880819740474865,0.8571964938153502
